Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases,Month,Day
Ealing,E09000009,Upper tier local authority,2020-04-18,13,,,938,,,April,18
Croydon,E09000008,Upper tier local authority,2020-04-18,24,,,1222,,,April,18
Camden,E09000007,Upper tier local authority,2020-04-18,14,,,523,,,April,18
Bromley,E09000006,Upper tier local authority,2020-04-18,12,,,924,,,April,18
Brent,E09000005,Upper tier local authority,2020-04-18,24,,,1241,,,April,18
Bexley,E09000004,Upper tier local authority,2020-04-18,9,,,528,,,April,18
Barnet,E09000003,Upper tier local authority,2020-04-18,13,,,1093,,,April,18
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-18,5,,,404,,,April,18
Gateshead,E08000037,Upper tier local authority,2020-04-18,25,,,597,,,April,18
Wakefield,E08000036,Upper tier local authority,2020-04-18,13,,,420,,,April,18
Leeds,E08000035,Upper tier local authority,2020-04-18,33,,,959,,,April,18
Kirklees,E08000034,Upper tier local authority,2020-04-18,12,,,440,,,April,18
Calderdale,E08000033,Upper tier local authority,2020-04-18,4,,,193,,,April,18
Bradford,E08000032,Upper tier local authority,2020-04-18,20,,,590,,,April,18
Wolverhampton,E08000031,Upper tier local authority,2020-04-18,16,,,599,,,April,18
Walsall,E08000030,Upper tier local authority,2020-04-18,12,,,718,,,April,18
Solihull,E08000029,Upper tier local authority,2020-04-18,11,,,447,,,April,18
Sandwell,E08000028,Upper tier local authority,2020-04-18,22,,,778,,,April,18
Dudley,E08000027,Upper tier local authority,2020-04-18,28,,,608,,,April,18
Coventry,E08000026,Upper tier local authority,2020-04-18,12,,,540,,,April,18
Birmingham,E08000025,Upper tier local authority,2020-04-18,59,,,2384,,,April,18
Sunderland,E08000024,Upper tier local authority,2020-04-18,33,,,915,,,April,18
South Tyneside,E08000023,Upper tier local authority,2020-04-18,13,,,370,,,April,18
North Tyneside,E08000022,Upper tier local authority,2020-04-18,17,,,396,,,April,18
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-18,17,,,731,,,April,18
Sheffield,E08000019,Upper tier local authority,2020-04-18,59,,,1730,,,April,18
Rotherham,E08000018,Upper tier local authority,2020-04-18,21,,,526,,,April,18
Doncaster,E08000017,Upper tier local authority,2020-04-18,18,,,338,,,April,18
Barnsley,E08000016,Upper tier local authority,2020-04-18,9,,,485,,,April,18
Wirral,E08000015,Upper tier local authority,2020-04-18,19,,,808,,,April,18
Sefton,E08000014,Upper tier local authority,2020-04-18,12,,,671,,,April,18
St. Helens,E08000013,Upper tier local authority,2020-04-18,9,,,498,,,April,18
Liverpool,E08000012,Upper tier local authority,2020-04-18,19,,,1171,,,April,18
Knowsley,E08000011,Upper tier local authority,2020-04-18,6,,,418,,,April,18
Wigan,E08000010,Upper tier local authority,2020-04-18,17,,,457,,,April,18
Trafford,E08000009,Upper tier local authority,2020-04-18,14,,,475,,,April,18
Tameside,E08000008,Upper tier local authority,2020-04-18,7,,,381,,,April,18
Stockport,E08000007,Upper tier local authority,2020-04-18,20,,,653,,,April,18
Salford,E08000006,Upper tier local authority,2020-04-18,13,,,477,,,April,18
Rochdale,E08000005,Upper tier local authority,2020-04-18,4,,,327,,,April,18
Oldham,E08000004,Upper tier local authority,2020-04-18,18,,,472,,,April,18
Manchester,E08000003,Upper tier local authority,2020-04-18,25,,,866,,,April,18
Bury,E08000002,Upper tier local authority,2020-04-18,13,,,346,,,April,18
Bolton,E08000001,Upper tier local authority,2020-04-18,15,,,582,,,April,18
Dorset,E06000059,Upper tier local authority,2020-04-18,8,,,251,,,April,18
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-18,12,,,346,,,April,18
Northumberland,E06000057,Upper tier local authority,2020-04-18,24,,,605,,,April,18
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-18,11,,,398,,,April,18
Bedford,E06000055,Upper tier local authority,2020-04-18,10,,,344,,,April,18
Wiltshire,E06000054,Upper tier local authority,2020-04-18,10,,,336,,,April,18
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-18,13,,,411,,,April,18
Shropshire,E06000051,Upper tier local authority,2020-04-18,8,,,348,,,April,18
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-18,13,,,590,,,April,18
Cheshire East,E06000049,Upper tier local authority,2020-04-18,24,,,626,,,April,18
County Durham,E06000047,Upper tier local authority,2020-04-18,47,,,975,,,April,18
Isle of Wight,E06000046,Upper tier local authority,2020-04-18,3,,,72,,,April,18
Southampton,E06000045,Upper tier local authority,2020-04-18,15,,,359,,,April,18
Portsmouth,E06000044,Upper tier local authority,2020-04-18,5,,,236,,,April,18
Brighton and Hove,E06000043,Upper tier local authority,2020-04-18,12,,,316,,,April,18
Milton Keynes,E06000042,Upper tier local authority,2020-04-18,5,,,395,,,April,18
Wokingham,E06000041,Upper tier local authority,2020-04-18,4,,,281,,,April,18
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-18,2,,,208,,,April,18
Slough,E06000039,Upper tier local authority,2020-04-18,8,,,324,,,April,18
Reading,E06000038,Upper tier local authority,2020-04-18,5,,,365,,,April,18
West Berkshire,E06000037,Upper tier local authority,2020-04-18,15,,,248,,,April,18
Bracknell Forest,E06000036,Upper tier local authority,2020-04-18,5,,,173,,,April,18
Medway,E06000035,Upper tier local authority,2020-04-18,16,,,512,,,April,18
Thurrock,E06000034,Upper tier local authority,2020-04-18,4,,,235,,,April,18
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-18,1,,,256,,,April,18
Luton,E06000032,Upper tier local authority,2020-04-18,33,,,529,,,April,18
Peterborough,E06000031,Upper tier local authority,2020-04-18,1,,,152,,,April,18
Swindon,E06000030,Upper tier local authority,2020-04-18,6,,,273,,,April,18
Torbay,E06000027,Upper tier local authority,2020-04-18,3,,,130,,,April,18
Plymouth,E06000026,Upper tier local authority,2020-04-18,2,,,202,,,April,18
South Gloucestershire,E06000025,Upper tier local authority,2020-04-18,9,,,273,,,April,18
North Somerset,E06000024,Upper tier local authority,2020-04-18,6,,,171,,,April,18
"Bristol, City of",E06000023,Upper tier local authority,2020-04-18,13,,,474,,,April,18
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-18,4,,,172,,,April,18
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-18,12,,,294,,,April,18
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-18,17,,,183,,,April,18
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-18,10,,,153,,,April,18
Nottingham,E06000018,Upper tier local authority,2020-04-18,3,,,388,,,April,18
Leicester,E06000016,Upper tier local authority,2020-04-18,15,,,483,,,April,18
Derby,E06000015,Upper tier local authority,2020-04-18,3,,,410,,,April,18
York,E06000014,Upper tier local authority,2020-04-18,4,,,186,,,April,18
North Lincolnshire,E06000013,Upper tier local authority,2020-04-18,12,,,211,,,April,18
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-18,2,,,102,,,April,18
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-18,12,,,357,,,April,18
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-18,24,,,271,,,April,18
Blackpool,E06000009,Upper tier local authority,2020-04-18,23,,,269,,,April,18
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-18,14,,,244,,,April,18
Warrington,E06000007,Upper tier local authority,2020-04-18,11,,,464,,,April,18
Halton,E06000006,Upper tier local authority,2020-04-18,6,,,271,,,April,18
Darlington,E06000005,Upper tier local authority,2020-04-18,8,,,189,,,April,18
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-18,6,,,271,,,April,18
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-18,4,,,222,,,April,18
Middlesbrough,E06000002,Upper tier local authority,2020-04-18,22,,,404,,,April,18
Hartlepool,E06000001,Upper tier local authority,2020-04-18,10,,,122,,,April,18
England,E92000001,Nation,2020-04-17,3402,3406,-4,94057,94065,-8,April,17
South West,E12000009,Region,2020-04-17,215,,,4769,,,April,17
South East,E12000008,Region,2020-04-17,627,,,13382,,,April,17
London,E12000007,Region,2020-04-17,425,,,21741,,,April,17
East of England,E12000006,Region,2020-04-17,282,,,7910,,,April,17
West Midlands,E12000005,Region,2020-04-17,399,,,9845,,,April,17
East Midlands,E12000004,Region,2020-04-17,192,,,5321,,,April,17
Yorkshire and The Humber,E12000003,Region,2020-04-17,296,,,7196,,,April,17
North West,E12000002,Region,2020-04-17,535,,,14369,,,April,17
North East,E12000001,Region,2020-04-17,205,,,5571,,,April,17
Worcestershire,E10000034,Upper tier local authority,2020-04-17,50,,,911,,,April,17
West Sussex,E10000032,Upper tier local authority,2020-04-17,41,,,879,,,April,17
Warwickshire,E10000031,Upper tier local authority,2020-04-17,26,,,856,,,April,17
Surrey,E10000030,Upper tier local authority,2020-04-17,62,,,2093,,,April,17
Suffolk,E10000029,Upper tier local authority,2020-04-17,31,,,687,,,April,17
Staffordshire,E10000028,Upper tier local authority,2020-04-17,47,,,1233,,,April,17
Somerset,E10000027,Upper tier local authority,2020-04-17,34,,,348,,,April,17
Oxfordshire,E10000025,Upper tier local authority,2020-04-17,47,,,1222,,,April,17
Nottinghamshire,E10000024,Upper tier local authority,2020-04-17,41,,,892,,,April,17
North Yorkshire,E10000023,Upper tier local authority,2020-04-17,21,,,631,,,April,17
Northamptonshire,E10000021,Upper tier local authority,2020-04-17,15,,,883,,,April,17
Norfolk,E10000020,Upper tier local authority,2020-04-17,55,,,1002,,,April,17
Lincolnshire,E10000019,Upper tier local authority,2020-04-17,22,,,636,,,April,17
Leicestershire,E10000018,Upper tier local authority,2020-04-17,34,,,700,,,April,17
Lancashire,E10000017,Upper tier local authority,2020-04-17,81,,,2104,,,April,17
Kent,E10000016,Upper tier local authority,2020-04-17,182,,,2554,,,April,17
Hertfordshire,E10000015,Upper tier local authority,2020-04-17,47,,,1873,,,April,17
Hampshire,E10000014,Upper tier local authority,2020-04-17,86,,,2153,,,April,17
Gloucestershire,E10000013,Upper tier local authority,2020-04-17,26,,,924,,,April,17
Essex,E10000012,Upper tier local authority,2020-04-17,45,,,1940,,,April,17
East Sussex,E10000011,Upper tier local authority,2020-04-17,20,,,438,,,April,17
Devon,E10000008,Upper tier local authority,2020-04-17,31,,,544,,,April,17
Derbyshire,E10000007,Upper tier local authority,2020-04-17,38,,,937,,,April,17
Cumbria,E10000006,Upper tier local authority,2020-04-17,31,,,1501,,,April,17
Cambridgeshire,E10000003,Upper tier local authority,2020-04-17,26,,,554,,,April,17
Buckinghamshire,E10000002,Upper tier local authority,2020-04-17,29,,,649,,,April,17
Westminster,E09000033,Upper tier local authority,2020-04-17,6,,,559,,,April,17
Wandsworth,E09000032,Upper tier local authority,2020-04-17,18,,,849,,,April,17
Waltham Forest,E09000031,Upper tier local authority,2020-04-17,6,,,634,,,April,17
Tower Hamlets,E09000030,Upper tier local authority,2020-04-17,2,,,550,,,April,17
Sutton,E09000029,Upper tier local authority,2020-04-17,15,,,595,,,April,17
Southwark,E09000028,Upper tier local authority,2020-04-17,15,,,1087,,,April,17
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-17,5,,,331,,,April,17
Redbridge,E09000026,Upper tier local authority,2020-04-17,7,,,595,,,April,17
Newham,E09000025,Upper tier local authority,2020-04-17,15,,,864,,,April,17
Merton,E09000024,Upper tier local authority,2020-04-17,16,,,590,,,April,17
Lewisham,E09000023,Upper tier local authority,2020-04-17,27,,,814,,,April,17
Lambeth,E09000022,Upper tier local authority,2020-04-17,10,,,1024,,,April,17
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-17,9,,,378,,,April,17
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-17,8,,,411,,,April,17
Islington,E09000019,Upper tier local authority,2020-04-17,11,,,375,,,April,17
Hounslow,E09000018,Upper tier local authority,2020-04-17,11,,,567,,,April,17
Hillingdon,E09000017,Upper tier local authority,2020-04-17,19,,,620,,,April,17
Havering,E09000016,Upper tier local authority,2020-04-17,8,,,556,,,April,17
Harrow,E09000015,Upper tier local authority,2020-04-17,18,,,773,,,April,17
Haringey,E09000014,Upper tier local authority,2020-04-17,5,,,489,,,April,17
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-17,15,,,485,,,April,17
Hackney,E09000012,Upper tier local authority,2020-04-17,9,,,557,,,April,17
Greenwich,E09000011,Upper tier local authority,2020-04-17,8,,,563,,,April,17
Enfield,E09000010,Upper tier local authority,2020-04-17,30,,,703,,,April,17
Ealing,E09000009,Upper tier local authority,2020-04-17,17,,,925,,,April,17
Croydon,E09000008,Upper tier local authority,2020-04-17,19,,,1198,,,April,17
Camden,E09000007,Upper tier local authority,2020-04-17,10,,,509,,,April,17
Bromley,E09000006,Upper tier local authority,2020-04-17,22,,,912,,,April,17
Brent,E09000005,Upper tier local authority,2020-04-17,30,,,1217,,,April,17
Bexley,E09000004,Upper tier local authority,2020-04-17,11,,,519,,,April,17
Barnet,E09000003,Upper tier local authority,2020-04-17,14,,,1080,,,April,17
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-17,9,,,399,,,April,17
Gateshead,E08000037,Upper tier local authority,2020-04-17,20,,,572,,,April,17
Wakefield,E08000036,Upper tier local authority,2020-04-17,12,,,407,,,April,17
Leeds,E08000035,Upper tier local authority,2020-04-17,50,,,926,,,April,17
Kirklees,E08000034,Upper tier local authority,2020-04-17,11,,,428,,,April,17
Calderdale,E08000033,Upper tier local authority,2020-04-17,8,,,189,,,April,17
Bradford,E08000032,Upper tier local authority,2020-04-17,32,,,570,,,April,17
Wolverhampton,E08000031,Upper tier local authority,2020-04-17,27,,,583,,,April,17
Walsall,E08000030,Upper tier local authority,2020-04-17,33,,,706,,,April,17
Solihull,E08000029,Upper tier local authority,2020-04-17,10,,,436,,,April,17
Sandwell,E08000028,Upper tier local authority,2020-04-17,25,,,756,,,April,17
Dudley,E08000027,Upper tier local authority,2020-04-17,19,,,580,,,April,17
Coventry,E08000026,Upper tier local authority,2020-04-17,20,,,528,,,April,17
Birmingham,E08000025,Upper tier local authority,2020-04-17,89,,,2325,,,April,17
Sunderland,E08000024,Upper tier local authority,2020-04-17,38,,,882,,,April,17
South Tyneside,E08000023,Upper tier local authority,2020-04-17,24,,,357,,,April,17
North Tyneside,E08000022,Upper tier local authority,2020-04-17,12,,,379,,,April,17
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-17,18,,,714,,,April,17
Sheffield,E08000019,Upper tier local authority,2020-04-17,38,,,1671,,,April,17
Rotherham,E08000018,Upper tier local authority,2020-04-17,21,,,505,,,April,17
Doncaster,E08000017,Upper tier local authority,2020-04-17,19,,,320,,,April,17
Barnsley,E08000016,Upper tier local authority,2020-04-17,16,,,476,,,April,17
Wirral,E08000015,Upper tier local authority,2020-04-17,30,,,789,,,April,17
Sefton,E08000014,Upper tier local authority,2020-04-17,26,,,659,,,April,17
St. Helens,E08000013,Upper tier local authority,2020-04-17,22,,,489,,,April,17
Liverpool,E08000012,Upper tier local authority,2020-04-17,35,,,1152,,,April,17
Knowsley,E08000011,Upper tier local authority,2020-04-17,26,,,412,,,April,17
Wigan,E08000010,Upper tier local authority,2020-04-17,20,,,440,,,April,17
Trafford,E08000009,Upper tier local authority,2020-04-17,10,,,461,,,April,17
Tameside,E08000008,Upper tier local authority,2020-04-17,11,,,374,,,April,17
Stockport,E08000007,Upper tier local authority,2020-04-17,21,,,633,,,April,17
Salford,E08000006,Upper tier local authority,2020-04-17,20,,,464,,,April,17
Rochdale,E08000005,Upper tier local authority,2020-04-17,7,,,323,,,April,17
Oldham,E08000004,Upper tier local authority,2020-04-17,17,,,454,,,April,17
Manchester,E08000003,Upper tier local authority,2020-04-17,13,,,841,,,April,17
Bury,E08000002,Upper tier local authority,2020-04-17,28,,,333,,,April,17
Bolton,E08000001,Upper tier local authority,2020-04-17,26,,,567,,,April,17
Dorset,E06000059,Upper tier local authority,2020-04-17,9,,,243,,,April,17
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-17,13,,,334,,,April,17
Northumberland,E06000057,Upper tier local authority,2020-04-17,25,,,581,,,April,17
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-17,22,,,387,,,April,17
Bedford,E06000055,Upper tier local authority,2020-04-17,16,,,334,,,April,17
Wiltshire,E06000054,Upper tier local authority,2020-04-17,9,,,326,,,April,17
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-17,14,,,398,,,April,17
Shropshire,E06000051,Upper tier local authority,2020-04-17,21,,,340,,,April,17
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-17,33,,,577,,,April,17
Cheshire East,E06000049,Upper tier local authority,2020-04-17,30,,,602,,,April,17
County Durham,E06000047,Upper tier local authority,2020-04-17,36,,,928,,,April,17
Isle of Wight,E06000046,Upper tier local authority,2020-04-17,1,,,69,,,April,17
Southampton,E06000045,Upper tier local authority,2020-04-17,19,,,344,,,April,17
Portsmouth,E06000044,Upper tier local authority,2020-04-17,8,,,231,,,April,17
Brighton and Hove,E06000043,Upper tier local authority,2020-04-17,15,,,304,,,April,17
