Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases,Month,Day
Lincolnshire,E10000019,Upper tier local authority,2020-04-20,26,,,703,,,April,20
Leicestershire,E10000018,Upper tier local authority,2020-04-20,30,,,766,,,April,20
Lancashire,E10000017,Upper tier local authority,2020-04-20,74,,,2301,,,April,20
Kent,E10000016,Upper tier local authority,2020-04-20,115,,,2840,,,April,20
Hertfordshire,E10000015,Upper tier local authority,2020-04-20,46,,,1991,,,April,20
Hampshire,E10000014,Upper tier local authority,2020-04-20,83,,,2346,,,April,20
Gloucestershire,E10000013,Upper tier local authority,2020-04-20,21,,,1006,,,April,20
Essex,E10000012,Upper tier local authority,2020-04-20,69,,,2077,,,April,20
East Sussex,E10000011,Upper tier local authority,2020-04-20,10,,,468,,,April,20
Devon,E10000008,Upper tier local authority,2020-04-20,18,,,583,,,April,20
Derbyshire,E10000007,Upper tier local authority,2020-04-20,23,,,994,,,April,20
Cumbria,E10000006,Upper tier local authority,2020-04-20,38,,,1581,,,April,20
Cambridgeshire,E10000003,Upper tier local authority,2020-04-20,21,,,599,,,April,20
Buckinghamshire,E10000002,Upper tier local authority,2020-04-20,12,,,695,,,April,20
Westminster,E09000033,Upper tier local authority,2020-04-20,3,,,568,,,April,20
Wandsworth,E09000032,Upper tier local authority,2020-04-20,9,,,873,,,April,20
Waltham Forest,E09000031,Upper tier local authority,2020-04-20,13,,,671,,,April,20
Tower Hamlets,E09000030,Upper tier local authority,2020-04-20,9,,,569,,,April,20
Sutton,E09000029,Upper tier local authority,2020-04-20,10,,,615,,,April,20
Southwark,E09000028,Upper tier local authority,2020-04-20,10,,,1118,,,April,20
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-20,5,,,348,,,April,20
Redbridge,E09000026,Upper tier local authority,2020-04-20,15,,,621,,,April,20
Newham,E09000025,Upper tier local authority,2020-04-20,9,,,887,,,April,20
Merton,E09000024,Upper tier local authority,2020-04-20,11,,,613,,,April,20
Lewisham,E09000023,Upper tier local authority,2020-04-20,8,,,834,,,April,20
Lambeth,E09000022,Upper tier local authority,2020-04-20,14,,,1060,,,April,20
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-20,9,,,402,,,April,20
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-20,6,,,423,,,April,20
Islington,E09000019,Upper tier local authority,2020-04-20,10,,,388,,,April,20
Hounslow,E09000018,Upper tier local authority,2020-04-20,11,,,599,,,April,20
Hillingdon,E09000017,Upper tier local authority,2020-04-20,21,,,667,,,April,20
Havering,E09000016,Upper tier local authority,2020-04-20,11,,,586,,,April,20
Harrow,E09000015,Upper tier local authority,2020-04-20,13,,,812,,,April,20
Haringey,E09000014,Upper tier local authority,2020-04-20,4,,,509,,,April,20
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-20,8,,,503,,,April,20
Hackney,E09000012,Upper tier local authority,2020-04-20,12,,,579,,,April,20
Greenwich,E09000011,Upper tier local authority,2020-04-20,8,,,581,,,April,20
Enfield,E09000010,Upper tier local authority,2020-04-20,25,,,745,,,April,20
Ealing,E09000009,Upper tier local authority,2020-04-20,19,,,968,,,April,20
Croydon,E09000008,Upper tier local authority,2020-04-20,25,,,1255,,,April,20
Camden,E09000007,Upper tier local authority,2020-04-20,7,,,535,,,April,20
Bromley,E09000006,Upper tier local authority,2020-04-20,12,,,945,,,April,20
Brent,E09000005,Upper tier local authority,2020-04-20,16,,,1271,,,April,20
Bexley,E09000004,Upper tier local authority,2020-04-20,13,,,556,,,April,20
Barnet,E09000003,Upper tier local authority,2020-04-20,10,,,1112,,,April,20
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-20,8,,,423,,,April,20
City of London,E09000001,Upper tier local authority,2020-04-20,2,,,15,,,April,20
Gateshead,E08000037,Upper tier local authority,2020-04-20,14,,,627,,,April,20
Wakefield,E08000036,Upper tier local authority,2020-04-20,12,,,439,,,April,20
Leeds,E08000035,Upper tier local authority,2020-04-20,43,,,1035,,,April,20
Kirklees,E08000034,Upper tier local authority,2020-04-20,7,,,458,,,April,20
Calderdale,E08000033,Upper tier local authority,2020-04-20,4,,,199,,,April,20
Bradford,E08000032,Upper tier local authority,2020-04-20,21,,,618,,,April,20
Wolverhampton,E08000031,Upper tier local authority,2020-04-20,22,,,633,,,April,20
Walsall,E08000030,Upper tier local authority,2020-04-20,35,,,763,,,April,20
Solihull,E08000029,Upper tier local authority,2020-04-20,23,,,477,,,April,20
Sandwell,E08000028,Upper tier local authority,2020-04-20,30,,,829,,,April,20
Dudley,E08000027,Upper tier local authority,2020-04-20,17,,,637,,,April,20
Coventry,E08000026,Upper tier local authority,2020-04-20,25,,,570,,,April,20
Birmingham,E08000025,Upper tier local authority,2020-04-20,53,,,2488,,,April,20
Sunderland,E08000024,Upper tier local authority,2020-04-20,56,,,999,,,April,20
South Tyneside,E08000023,Upper tier local authority,2020-04-20,25,,,402,,,April,20
North Tyneside,E08000022,Upper tier local authority,2020-04-20,7,,,407,,,April,20
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-20,17,,,765,,,April,20
Sheffield,E08000019,Upper tier local authority,2020-04-20,64,,,1836,,,April,20
Rotherham,E08000018,Upper tier local authority,2020-04-20,19,,,563,,,April,20
Doncaster,E08000017,Upper tier local authority,2020-04-20,14,,,361,,,April,20
Barnsley,E08000016,Upper tier local authority,2020-04-20,17,,,524,,,April,20
Wirral,E08000015,Upper tier local authority,2020-04-20,15,,,850,,,April,20
Sefton,E08000014,Upper tier local authority,2020-04-20,15,,,698,,,April,20
St. Helens,E08000013,Upper tier local authority,2020-04-20,14,,,515,,,April,20
Liverpool,E08000012,Upper tier local authority,2020-04-20,29,,,1221,,,April,20
Knowsley,E08000011,Upper tier local authority,2020-04-20,20,,,445,,,April,20
Wigan,E08000010,Upper tier local authority,2020-04-20,31,,,506,,,April,20
Trafford,E08000009,Upper tier local authority,2020-04-20,15,,,498,,,April,20
Tameside,E08000008,Upper tier local authority,2020-04-20,8,,,395,,,April,20
Stockport,E08000007,Upper tier local authority,2020-04-20,22,,,689,,,April,20
Salford,E08000006,Upper tier local authority,2020-04-20,15,,,503,,,April,20
Rochdale,E08000005,Upper tier local authority,2020-04-20,27,,,362,,,April,20
Oldham,E08000004,Upper tier local authority,2020-04-20,21,,,510,,,April,20
Manchester,E08000003,Upper tier local authority,2020-04-20,33,,,917,,,April,20
Bury,E08000002,Upper tier local authority,2020-04-20,22,,,374,,,April,20
Bolton,E08000001,Upper tier local authority,2020-04-20,20,,,625,,,April,20
Dorset,E06000059,Upper tier local authority,2020-04-20,7,,,264,,,April,20
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-20,9,,,363,,,April,20
Northumberland,E06000057,Upper tier local authority,2020-04-20,23,,,648,,,April,20
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-20,11,,,411,,,April,20
Bedford,E06000055,Upper tier local authority,2020-04-20,8,,,356,,,April,20
Wiltshire,E06000054,Upper tier local authority,2020-04-20,10,,,356,,,April,20
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-20,8,,,425,,,April,20
Shropshire,E06000051,Upper tier local authority,2020-04-20,10,,,370,,,April,20
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-20,18,,,626,,,April,20
Cheshire East,E06000049,Upper tier local authority,2020-04-20,21,,,668,,,April,20
County Durham,E06000047,Upper tier local authority,2020-04-20,50,,,1052,,,April,20
Southampton,E06000045,Upper tier local authority,2020-04-20,17,,,381,,,April,20
Portsmouth,E06000044,Upper tier local authority,2020-04-20,1,,,238,,,April,20
Brighton and Hove,E06000043,Upper tier local authority,2020-04-20,7,,,331,,,April,20
Milton Keynes,E06000042,Upper tier local authority,2020-04-20,5,,,407,,,April,20
Wokingham,E06000041,Upper tier local authority,2020-04-20,7,,,296,,,April,20
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-20,6,,,218,,,April,20
Slough,E06000039,Upper tier local authority,2020-04-20,7,,,337,,,April,20
Reading,E06000038,Upper tier local authority,2020-04-20,17,,,388,,,April,20
West Berkshire,E06000037,Upper tier local authority,2020-04-20,16,,,270,,,April,20
Bracknell Forest,E06000036,Upper tier local authority,2020-04-20,5,,,180,,,April,20
Medway,E06000035,Upper tier local authority,2020-04-20,18,,,541,,,April,20
Thurrock,E06000034,Upper tier local authority,2020-04-20,6,,,242,,,April,20
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-20,7,,,268,,,April,20
Luton,E06000032,Upper tier local authority,2020-04-20,9,,,539,,,April,20
Peterborough,E06000031,Upper tier local authority,2020-04-20,9,,,165,,,April,20
Swindon,E06000030,Upper tier local authority,2020-04-20,17,,,304,,,April,20
Torbay,E06000027,Upper tier local authority,2020-04-20,10,,,162,,,April,20
Plymouth,E06000026,Upper tier local authority,2020-04-20,9,,,224,,,April,20
South Gloucestershire,E06000025,Upper tier local authority,2020-04-20,16,,,296,,,April,20
North Somerset,E06000024,Upper tier local authority,2020-04-20,4,,,177,,,April,20
"Bristol, City of",E06000023,Upper tier local authority,2020-04-20,21,,,507,,,April,20
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-20,1,,,183,,,April,20
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-20,16,,,321,,,April,20
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-20,10,,,197,,,April,20
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-20,14,,,173,,,April,20
Nottingham,E06000018,Upper tier local authority,2020-04-20,18,,,416,,,April,20
Leicester,E06000016,Upper tier local authority,2020-04-20,28,,,534,,,April,20
Derby,E06000015,Upper tier local authority,2020-04-20,9,,,423,,,April,20
York,E06000014,Upper tier local authority,2020-04-20,8,,,200,,,April,20
North Lincolnshire,E06000013,Upper tier local authority,2020-04-20,17,,,235,,,April,20
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-20,4,,,107,,,April,20
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-20,27,,,405,,,April,20
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-20,24,,,312,,,April,20
Blackpool,E06000009,Upper tier local authority,2020-04-20,21,,,311,,,April,20
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-20,8,,,257,,,April,20
Warrington,E06000007,Upper tier local authority,2020-04-20,20,,,491,,,April,20
Halton,E06000006,Upper tier local authority,2020-04-20,7,,,286,,,April,20
Darlington,E06000005,Upper tier local authority,2020-04-20,13,,,207,,,April,20
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-20,15,,,296,,,April,20
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-20,8,,,238,,,April,20
Middlesbrough,E06000002,Upper tier local authority,2020-04-20,16,,,431,,,April,20
Hartlepool,E06000001,Upper tier local authority,2020-04-20,5,,,131,,,April,20
England,E92000001,Nation,2020-04-19,2054,2055,-1,98647,98655,-8,April,19
South West,E12000009,Region,2020-04-19,154,,,5068,,,April,19
South East,E12000008,Region,2020-04-19,285,,,14065,,,April,19
London,E12000007,Region,2020-04-19,244,,,22285,,,April,19
East of England,E12000006,Region,2020-04-19,179,,,8338,,,April,19
West Midlands,E12000005,Region,2020-04-19,239,,,10413,,,April,19
East Midlands,E12000004,Region,2020-04-19,153,,,5570,,,April,19
Yorkshire and The Humber,E12000003,Region,2020-04-19,217,,,7674,,,April,19
North West,E12000002,Region,2020-04-19,346,,,15115,,,April,19
North East,E12000001,Region,2020-04-19,157,,,5954,,,April,19
Worcestershire,E10000034,Upper tier local authority,2020-04-19,15,,,959,,,April,19
West Sussex,E10000032,Upper tier local authority,2020-04-19,18,,,924,,,April,19
Warwickshire,E10000031,Upper tier local authority,2020-04-19,31,,,929,,,April,19
Surrey,E10000030,Upper tier local authority,2020-04-19,32,,,2172,,,April,19
Suffolk,E10000029,Upper tier local authority,2020-04-19,31,,,780,,,April,19
Staffordshire,E10000028,Upper tier local authority,2020-04-19,42,,,1322,,,April,19
Somerset,E10000027,Upper tier local authority,2020-04-19,8,,,369,,,April,19
Oxfordshire,E10000025,Upper tier local authority,2020-04-19,30,,,1286,,,April,19
Nottinghamshire,E10000024,Upper tier local authority,2020-04-19,11,,,916,,,April,19
North Yorkshire,E10000023,Upper tier local authority,2020-04-19,14,,,663,,,April,19
Northamptonshire,E10000021,Upper tier local authority,2020-04-19,31,,,939,,,April,19
Norfolk,E10000020,Upper tier local authority,2020-04-19,54,,,1096,,,April,19
Lincolnshire,E10000019,Upper tier local authority,2020-04-19,27,,,677,,,April,19
Leicestershire,E10000018,Upper tier local authority,2020-04-19,20,,,736,,,April,19
Lancashire,E10000017,Upper tier local authority,2020-04-19,48,,,2227,,,April,19
Kent,E10000016,Upper tier local authority,2020-04-19,68,,,2725,,,April,19
Hertfordshire,E10000015,Upper tier local authority,2020-04-19,33,,,1945,,,April,19
Hampshire,E10000014,Upper tier local authority,2020-04-19,50,,,2263,,,April,19
Gloucestershire,E10000013,Upper tier local authority,2020-04-19,29,,,985,,,April,19
Essex,E10000012,Upper tier local authority,2020-04-19,28,,,2008,,,April,19
East Sussex,E10000011,Upper tier local authority,2020-04-19,6,,,458,,,April,19
Devon,E10000008,Upper tier local authority,2020-04-19,7,,,565,,,April,19
Derbyshire,E10000007,Upper tier local authority,2020-04-19,27,,,971,,,April,19
Cumbria,E10000006,Upper tier local authority,2020-04-19,19,,,1543,,,April,19
Cambridgeshire,E10000003,Upper tier local authority,2020-04-19,16,,,578,,,April,19
Buckinghamshire,E10000002,Upper tier local authority,2020-04-19,16,,,683,,,April,19
Westminster,E09000033,Upper tier local authority,2020-04-19,3,,,565,,,April,19
Wandsworth,E09000032,Upper tier local authority,2020-04-19,4,,,864,,,April,19
Waltham Forest,E09000031,Upper tier local authority,2020-04-19,11,,,658,,,April,19
Tower Hamlets,E09000030,Upper tier local authority,2020-04-19,6,,,560,,,April,19
Sutton,E09000029,Upper tier local authority,2020-04-19,7,,,605,,,April,19
Southwark,E09000028,Upper tier local authority,2020-04-19,4,,,1108,,,April,19
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-19,9,,,343,,,April,19
Redbridge,E09000026,Upper tier local authority,2020-04-19,7,,,606,,,April,19
Newham,E09000025,Upper tier local authority,2020-04-19,6,,,878,,,April,19
Merton,E09000024,Upper tier local authority,2020-04-19,6,,,602,,,April,19
Lewisham,E09000023,Upper tier local authority,2020-04-19,6,,,826,,,April,19
Lambeth,E09000022,Upper tier local authority,2020-04-19,11,,,1046,,,April,19
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-19,2,,,393,,,April,19
Hounslow,E09000018,Upper tier local authority,2020-04-19,11,,,588,,,April,19
Hillingdon,E09000017,Upper tier local authority,2020-04-19,10,,,646,,,April,19
Havering,E09000016,Upper tier local authority,2020-04-19,10,,,575,,,April,19
Harrow,E09000015,Upper tier local authority,2020-04-19,14,,,799,,,April,19
Haringey,E09000014,Upper tier local authority,2020-04-19,13,,,505,,,April,19
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-19,6,,,495,,,April,19
Hackney,E09000012,Upper tier local authority,2020-04-19,5,,,567,,,April,19
Greenwich,E09000011,Upper tier local authority,2020-04-19,4,,,573,,,April,19
Enfield,E09000010,Upper tier local authority,2020-04-19,7,,,720,,,April,19
Ealing,E09000009,Upper tier local authority,2020-04-19,11,,,949,,,April,19
Croydon,E09000008,Upper tier local authority,2020-04-19,8,,,1230,,,April,19
Camden,E09000007,Upper tier local authority,2020-04-19,5,,,528,,,April,19
Bromley,E09000006,Upper tier local authority,2020-04-19,9,,,933,,,April,19
Brent,E09000005,Upper tier local authority,2020-04-19,14,,,1255,,,April,19
Bexley,E09000004,Upper tier local authority,2020-04-19,15,,,543,,,April,19
Barnet,E09000003,Upper tier local authority,2020-04-19,9,,,1102,,,April,19
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-19,11,,,415,,,April,19
Gateshead,E08000037,Upper tier local authority,2020-04-19,16,,,613,,,April,19
Wakefield,E08000036,Upper tier local authority,2020-04-19,7,,,427,,,April,19
Leeds,E08000035,Upper tier local authority,2020-04-19,33,,,992,,,April,19
Kirklees,E08000034,Upper tier local authority,2020-04-19,11,,,451,,,April,19
Calderdale,E08000033,Upper tier local authority,2020-04-19,2,,,195,,,April,19
Bradford,E08000032,Upper tier local authority,2020-04-19,7,,,597,,,April,19
Wolverhampton,E08000031,Upper tier local authority,2020-04-19,12,,,611,,,April,19
Walsall,E08000030,Upper tier local authority,2020-04-19,10,,,728,,,April,19
Solihull,E08000029,Upper tier local authority,2020-04-19,7,,,454,,,April,19
Sandwell,E08000028,Upper tier local authority,2020-04-19,21,,,799,,,April,19
Dudley,E08000027,Upper tier local authority,2020-04-19,12,,,620,,,April,19
Coventry,E08000026,Upper tier local authority,2020-04-19,5,,,545,,,April,19
Birmingham,E08000025,Upper tier local authority,2020-04-19,51,,,2435,,,April,19
Sunderland,E08000024,Upper tier local authority,2020-04-19,28,,,943,,,April,19
South Tyneside,E08000023,Upper tier local authority,2020-04-19,7,,,377,,,April,19
North Tyneside,E08000022,Upper tier local authority,2020-04-19,4,,,400,,,April,19
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-19,17,,,748,,,April,19
Sheffield,E08000019,Upper tier local authority,2020-04-19,42,,,1772,,,April,19
Rotherham,E08000018,Upper tier local authority,2020-04-19,18,,,544,,,April,19
Doncaster,E08000017,Upper tier local authority,2020-04-19,9,,,347,,,April,19
Barnsley,E08000016,Upper tier local authority,2020-04-19,22,,,507,,,April,19
Wirral,E08000015,Upper tier local authority,2020-04-19,27,,,835,,,April,19
Sefton,E08000014,Upper tier local authority,2020-04-19,12,,,683,,,April,19
St. Helens,E08000013,Upper tier local authority,2020-04-19,3,,,501,,,April,19
Liverpool,E08000012,Upper tier local authority,2020-04-19,21,,,1192,,,April,19
Knowsley,E08000011,Upper tier local authority,2020-04-19,7,,,425,,,April,19
Wigan,E08000010,Upper tier local authority,2020-04-19,18,,,475,,,April,19
Trafford,E08000009,Upper tier local authority,2020-04-19,8,,,483,,,April,19
Tameside,E08000008,Upper tier local authority,2020-04-19,6,,,387,,,April,19
Stockport,E08000007,Upper tier local authority,2020-04-19,14,,,667,,,April,19
Salford,E08000006,Upper tier local authority,2020-04-19,11,,,488,,,April,19
Rochdale,E08000005,Upper tier local authority,2020-04-19,8,,,335,,,April,19
Oldham,E08000004,Upper tier local authority,2020-04-19,17,,,489,,,April,19
Manchester,E08000003,Upper tier local authority,2020-04-19,18,,,884,,,April,19
Bury,E08000002,Upper tier local authority,2020-04-19,6,,,352,,,April,19
Bolton,E08000001,Upper tier local authority,2020-04-19,23,,,605,,,April,19
Dorset,E06000059,Upper tier local authority,2020-04-19,6,,,257,,,April,19
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-19,8,,,354,,,April,19
Northumberland,E06000057,Upper tier local authority,2020-04-19,20,,,625,,,April,19
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-19,2,,,400,,,April,19
Bedford,E06000055,Upper tier local authority,2020-04-19,4,,,348,,,April,19
Wiltshire,E06000054,Upper tier local authority,2020-04-19,10,,,346,,,April,19
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-19,6,,,417,,,April,19
Shropshire,E06000051,Upper tier local authority,2020-04-19,12,,,360,,,April,19
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-19,18,,,608,,,April,19
Cheshire East,E06000049,Upper tier local authority,2020-04-19,21,,,647,,,April,19
County Durham,E06000047,Upper tier local authority,2020-04-19,27,,,1002,,,April,19
Isle of Wight,E06000046,Upper tier local authority,2020-04-19,1,,,73,,,April,19
Southampton,E06000045,Upper tier local authority,2020-04-19,5,,,364,,,April,19
Portsmouth,E06000044,Upper tier local authority,2020-04-19,1,,,237,,,April,19
Brighton and Hove,E06000043,Upper tier local authority,2020-04-19,8,,,324,,,April,19
Milton Keynes,E06000042,Upper tier local authority,2020-04-19,7,,,402,,,April,19
Wokingham,E06000041,Upper tier local authority,2020-04-19,8,,,289,,,April,19
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-19,4,,,212,,,April,19
Slough,E06000039,Upper tier local authority,2020-04-19,6,,,330,,,April,19
Reading,E06000038,Upper tier local authority,2020-04-19,6,,,371,,,April,19
West Berkshire,E06000037,Upper tier local authority,2020-04-19,6,,,254,,,April,19
Bracknell Forest,E06000036,Upper tier local authority,2020-04-19,2,,,175,,,April,19
Medway,E06000035,Upper tier local authority,2020-04-19,11,,,523,,,April,19
Thurrock,E06000034,Upper tier local authority,2020-04-19,1,,,236,,,April,19
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-19,5,,,261,,,April,19
Luton,E06000032,Upper tier local authority,2020-04-19,1,,,530,,,April,19
Peterborough,E06000031,Upper tier local authority,2020-04-19,4,,,156,,,April,19
Swindon,E06000030,Upper tier local authority,2020-04-19,14,,,287,,,April,19
Torbay,E06000027,Upper tier local authority,2020-04-19,22,,,152,,,April,19
Plymouth,E06000026,Upper tier local authority,2020-04-19,13,,,215,,,April,19
South Gloucestershire,E06000025,Upper tier local authority,2020-04-19,7,,,280,,,April,19
North Somerset,E06000024,Upper tier local authority,2020-04-19,2,,,173,,,April,19
"Bristol, City of",E06000023,Upper tier local authority,2020-04-19,12,,,486,,,April,19
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-19,10,,,182,,,April,19
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-19,11,,,305,,,April,19
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-19,4,,,187,,,April,19
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-19,6,,,159,,,April,19
Nottingham,E06000018,Upper tier local authority,2020-04-19,10,,,398,,,April,19
Leicester,E06000016,Upper tier local authority,2020-04-19,23,,,506,,,April,19
Derby,E06000015,Upper tier local authority,2020-04-19,4,,,414,,,April,19
York,E06000014,Upper tier local authority,2020-04-19,6,,,192,,,April,19
North Lincolnshire,E06000013,Upper tier local authority,2020-04-19,7,,,218,,,April,19
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-19,1,,,103,,,April,19
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-19,21,,,378,,,April,19
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-19,17,,,288,,,April,19
Blackpool,E06000009,Upper tier local authority,2020-04-19,21,,,290,,,April,19
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-19,5,,,249,,,April,19
Warrington,E06000007,Upper tier local authority,2020-04-19,7,,,471,,,April,19
Halton,E06000006,Upper tier local authority,2020-04-19,8,,,279,,,April,19
Darlington,E06000005,Upper tier local authority,2020-04-19,5,,,194,,,April,19
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-19,10,,,281,,,April,19
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-19,8,,,230,,,April,19
Middlesbrough,E06000002,Upper tier local authority,2020-04-19,11,,,415,,,April,19
Hartlepool,E06000001,Upper tier local authority,2020-04-19,4,,,126,,,April,19
England,E92000001,Nation,2020-04-18,2536,2535,1,96593,96600,-7,April,18
South West,E12000009,Region,2020-04-18,145,,,4914,,,April,18
South East,E12000008,Region,2020-04-18,398,,,13780,,,April,18
London,E12000007,Region,2020-04-18,300,,,22041,,,April,18
East of England,E12000006,Region,2020-04-18,249,,,8159,,,April,18
West Midlands,E12000005,Region,2020-04-18,329,,,10174,,,April,18
East Midlands,E12000004,Region,2020-04-18,96,,,5417,,,April,18
Yorkshire and The Humber,E12000003,Region,2020-04-18,261,,,7457,,,April,18
North West,E12000002,Region,2020-04-18,400,,,14769,,,April,18
North East,E12000001,Region,2020-04-18,226,,,5797,,,April,18
Worcestershire,E10000034,Upper tier local authority,2020-04-18,33,,,944,,,April,18
West Sussex,E10000032,Upper tier local authority,2020-04-18,27,,,906,,,April,18
Warwickshire,E10000031,Upper tier local authority,2020-04-18,42,,,898,,,April,18
Surrey,E10000030,Upper tier local authority,2020-04-18,47,,,2140,,,April,18
Suffolk,E10000029,Upper tier local authority,2020-04-18,62,,,749,,,April,18
Staffordshire,E10000028,Upper tier local authority,2020-04-18,47,,,1280,,,April,18
Somerset,E10000027,Upper tier local authority,2020-04-18,13,,,361,,,April,18
Oxfordshire,E10000025,Upper tier local authority,2020-04-18,34,,,1256,,,April,18
Nottinghamshire,E10000024,Upper tier local authority,2020-04-18,13,,,905,,,April,18
North Yorkshire,E10000023,Upper tier local authority,2020-04-18,18,,,649,,,April,18
Northamptonshire,E10000021,Upper tier local authority,2020-04-18,25,,,908,,,April,18
Norfolk,E10000020,Upper tier local authority,2020-04-18,40,,,1042,,,April,18
Lincolnshire,E10000019,Upper tier local authority,2020-04-18,14,,,650,,,April,18
Leicestershire,E10000018,Upper tier local authority,2020-04-18,16,,,716,,,April,18
Lancashire,E10000017,Upper tier local authority,2020-04-18,75,,,2179,,,April,18
Kent,E10000016,Upper tier local authority,2020-04-18,103,,,2657,,,April,18
Hertfordshire,E10000015,Upper tier local authority,2020-04-18,39,,,1912,,,April,18
Hampshire,E10000014,Upper tier local authority,2020-04-18,60,,,2213,,,April,18
Gloucestershire,E10000013,Upper tier local authority,2020-04-18,32,,,956,,,April,18
Essex,E10000012,Upper tier local authority,2020-04-18,40,,,1980,,,April,18
East Sussex,E10000011,Upper tier local authority,2020-04-18,14,,,452,,,April,18
Devon,E10000008,Upper tier local authority,2020-04-18,14,,,558,,,April,18
Derbyshire,E10000007,Upper tier local authority,2020-04-18,7,,,944,,,April,18
Cumbria,E10000006,Upper tier local authority,2020-04-18,23,,,1524,,,April,18
Cambridgeshire,E10000003,Upper tier local authority,2020-04-18,8,,,562,,,April,18
Buckinghamshire,E10000002,Upper tier local authority,2020-04-18,18,,,667,,,April,18
Westminster,E09000033,Upper tier local authority,2020-04-18,3,,,562,,,April,18
Wandsworth,E09000032,Upper tier local authority,2020-04-18,11,,,860,,,April,18
Waltham Forest,E09000031,Upper tier local authority,2020-04-18,13,,,647,,,April,18
Tower Hamlets,E09000030,Upper tier local authority,2020-04-18,4,,,554,,,April,18
Sutton,E09000029,Upper tier local authority,2020-04-18,3,,,598,,,April,18
Southwark,E09000028,Upper tier local authority,2020-04-18,17,,,1104,,,April,18
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-18,3,,,334,,,April,18
Redbridge,E09000026,Upper tier local authority,2020-04-18,4,,,599,,,April,18
Newham,E09000025,Upper tier local authority,2020-04-18,8,,,872,,,April,18
Merton,E09000024,Upper tier local authority,2020-04-18,6,,,596,,,April,18
Lewisham,E09000023,Upper tier local authority,2020-04-18,6,,,820,,,April,18
Lambeth,E09000022,Upper tier local authority,2020-04-18,11,,,1035,,,April,18
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-18,13,,,391,,,April,18
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-18,6,,,417,,,April,18
Islington,E09000019,Upper tier local authority,2020-04-18,3,,,378,,,April,18
Hounslow,E09000018,Upper tier local authority,2020-04-18,10,,,577,,,April,18
Hillingdon,E09000017,Upper tier local authority,2020-04-18,16,,,636,,,April,18
Havering,E09000016,Upper tier local authority,2020-04-18,9,,,565,,,April,18
Harrow,E09000015,Upper tier local authority,2020-04-18,12,,,785,,,April,18
Haringey,E09000014,Upper tier local authority,2020-04-18,3,,,492,,,April,18
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-18,4,,,489,,,April,18
Hackney,E09000012,Upper tier local authority,2020-04-18,5,,,562,,,April,18
Greenwich,E09000011,Upper tier local authority,2020-04-18,6,,,569,,,April,18
Enfield,E09000010,Upper tier local authority,2020-04-18,10,,,713,,,April,18
